"","value","count","cumsum","pct"
"4723","spokesman",374,31276855,95.11
"4724","alpha",373,31277228,95.11
"4725","dimensional",373,31277601,95.11
"4726","fragile",373,31277974,95.11
"4727","gal",373,31278347,95.11
"4728","indication",373,31278720,95.11
"4729","infamous",373,31279093,95.11
"4730","occupation",373,31279466,95.11
"4731","owl",373,31279839,95.12
"4732","splash",373,31280212,95.12
"4733","trauma",373,31280585,95.12
"4734","trigger",373,31280958,95.12
"4735","wallet",373,31281331,95.12
"4736","cheesy",372,31281703,95.12
"4737","controversy",372,31282075,95.12
"4738","insist",372,31282447,95.12
"4739","outdoors",372,31282819,95.12
"4740","risen",372,31283191,95.13
"4741","sickness",372,31283563,95.13
"4742","wages",372,31283935,95.13
"4743","buyer",371,31284306,95.13
"4744","declare",371,31284677,95.13
"4745","engineer",371,31285048,95.13
"4746","offended",371,31285419,95.13
"4747","palate",371,31285790,95.13
"4748","recommendation",371,31286161,95.14
"4749","slim",371,31286532,95.14
"4750","smoothly",371,31286903,95.14
"4751","stylish",371,31287274,95.14
"4752","theft",371,31287645,95.14
"4753","wont",371,31288016,95.14
"4754","bias",370,31288386,95.14
"4755","dramatically",370,31288756,95.14
"4756","drill",370,31289126,95.14
"4757","inappropriate",370,31289496,95.15
"4758","preview",370,31289866,95.15
"4759","proudly",370,31290236,95.15
"4760","tense",370,31290606,95.15
"4761","welcoming",370,31290976,95.15
"4762","bourbon",369,31291345,95.15
"4763","inability",369,31291714,95.15
"4764","legally",369,31292083,95.15
"4765","oval",369,31292452,95.15
"4766","tattoo",369,31292821,95.16
"4767","tofu",369,31293190,95.16
"4768","tourism",369,31293559,95.16
"4769","breed",368,31293927,95.16
"4770","convey",368,31294295,95.16
"4771","gown",368,31294663,95.16
"4772","implement",368,31295031,95.16
"4773","obey",368,31295399,95.16
"4774","pirate",368,31295767,95.16
"4775","sidewalk",368,31296135,95.17
"4776","terminal",368,31296503,95.17
"4777","bakery",367,31296870,95.17
"4778","gulf",367,31297237,95.17
"4779","immense",367,31297604,95.17
"4780","infant",367,31297971,95.17
"4781","protective",367,31298338,95.17
"4782","radiation",367,31298705,95.17
"4783","stall",367,31299072,95.17
"4784","wilderness",367,31299439,95.18
"4785","cord",366,31299805,95.18
"4786","distinctive",366,31300171,95.18
"4787","donation",366,31300537,95.18
"4788","influential",366,31300903,95.18
"4789","micro",366,31301269,95.18
"4790","reflecting",366,31301635,95.18
"4791","triangle",366,31302001,95.18
"4792","underwear",366,31302367,95.18
"4793","absent",365,31302732,95.19
"4794","aisle",365,31303097,95.19
"4795","blocked",365,31303462,95.19
"4796","brass",365,31303827,95.19
"4797","lipstick",365,31304192,95.19
"4798","longing",365,31304557,95.19
"4799","mason",365,31304922,95.19
"4800","pleasing",365,31305287,95.19
"4801","stability",365,31305652,95.19
"4802","woo",365,31306017,95.2
"4803","assumption",364,31306381,95.2
"4804","foolish",364,31306745,95.2
"4805","khan",364,31307109,95.2
"4806","rival",364,31307473,95.2
"4807","tab",364,31307837,95.2
"4808","tolerance",364,31308201,95.2
"4809","unpleasant",364,31308565,95.2
"4810","acknowledged",363,31308928,95.2
"4811","borrow",363,31309291,95.21
"4812","bud",363,31309654,95.21
"4813","departure",363,31310017,95.21
"4814","entertain",363,31310380,95.21
"4815","facial",363,31310743,95.21
"4816","faded",363,31311106,95.21
"4817","finale",363,31311469,95.21
"4818","mold",363,31311832,95.21
"4819","oxygen",363,31312195,95.21
"4820","powered",363,31312558,95.22
"4821","ridiculously",363,31312921,95.22
"4822","ripe",363,31313284,95.22
"4823","abandon",362,31313646,95.22
"4824","absorbed",362,31314008,95.22
"4825","bead",362,31314370,95.22
"4826","excessive",362,31314732,95.22
"4827","kraft",362,31315094,95.22
"4828","mentor",362,31315456,95.22
"4829","tropical",362,31315818,95.23
"4830","versatile",362,31316180,95.23
"4831","ambitious",361,31316541,95.23
"4832","biological",361,31316902,95.23
"4833","carrier",361,31317263,95.23
"4834","collar",361,31317624,95.23
"4835","disabled",361,31317985,95.23
"4836","dusty",361,31318346,95.23
"4837","fiscal",361,31318707,95.23
"4838","ladder",361,31319068,95.24
"4839","plug",361,31319429,95.24
"4840","theology",361,31319790,95.24
"4841","unsure",361,31320151,95.24
"4842","faint",360,31320511,95.24
"4843","financially",360,31320871,95.24
"4844","franchise",360,31321231,95.24
"4845","heavens",360,31321591,95.24
"4846","iconic",360,31321951,95.24
"4847","sally",360,31322311,95.24
"4848","trusting",360,31322671,95.25
"4849","developer",359,31323030,95.25
"4850","flu",359,31323389,95.25
"4851","homeland",359,31323748,95.25
"4852","widespread",359,31324107,95.25
"4853","automatic",358,31324465,95.25
"4854","dilemma",358,31324823,95.25
"4855","filing",358,31325181,95.25
"4856","scenery",358,31325539,95.25
"4857","tire",358,31325897,95.26
"4858","cowboy",357,31326254,95.26
"4859","feminist",357,31326611,95.26
"4860","hay",357,31326968,95.26
"4861","indoor",357,31327325,95.26
"4862","sticker",357,31327682,95.26
"4863","coke",356,31328038,95.26
"4864","illustration",356,31328394,95.26
"4865","politician",356,31328750,95.26
"4866","portfolio",356,31329106,95.27
"4867","reluctant",356,31329462,95.27
"4868","sec",356,31329818,95.27
"4869","whispered",356,31330174,95.27
"4870","benjamin",355,31330529,95.27
"4871","lifting",355,31330884,95.27
"4872","ranch",355,31331239,95.27
"4873","robot",355,31331594,95.27
"4874","salary",355,31331949,95.27
"4875","thrill",355,31332304,95.28
"4876","vessel",355,31332659,95.28
"4877","allies",354,31333013,95.28
"4878","blending",354,31333367,95.28
"4879","demonstration",354,31333721,95.28
"4880","drizzle",354,31334075,95.28
"4881","kyle",354,31334429,95.28
"4882","murphy",354,31334783,95.28
"4883","feat",353,31335136,95.28
"4884","lengthy",353,31335489,95.29
"4885","misery",353,31335842,95.29
"4886","mister",353,31336195,95.29
"4887","molly",353,31336548,95.29
"4888","prejudice",353,31336901,95.29
"4889","provision",353,31337254,95.29
"4890","accurately",352,31337606,95.29
"4891","apostle",352,31337958,95.29
"4892","continuous",352,31338310,95.29
"4893","gallon",352,31338662,95.29
"4894","irrelevant",352,31339014,95.3
"4895","kissing",352,31339366,95.3
"4896","rocking",352,31339718,95.3
"4897","sculpture",352,31340070,95.3
"4898","seasoning",352,31340422,95.3
"4899","chalk",351,31340773,95.3
"4900","colonial",351,31341124,95.3
"4901","crackers",351,31341475,95.3
"4902","es",351,31341826,95.3
"4903","melody",351,31342177,95.31
"4904","mug",351,31342528,95.31
"4905","sparkle",351,31342879,95.31
"4906","strive",351,31343230,95.31
"4907","suite",351,31343581,95.31
"4908","suspense",351,31343932,95.31
"4909","barrier",350,31344282,95.31
"4910","countryside",350,31344632,95.31
"4911","deficit",350,31344982,95.31
"4912","hearted",350,31345332,95.32
"4913","muse",350,31345682,95.32
"4914","organ",350,31346032,95.32
"4915","practiced",350,31346382,95.32
"4916","prima",350,31346732,95.32
"4917","vodka",350,31347082,95.32
"4918","weed",350,31347432,95.32
"4919","aloud",349,31347781,95.32
"4920","coin",349,31348130,95.32
"4921","commerce",349,31348479,95.32
"4922","hollow",349,31348828,95.33
"4923","inflation",349,31349177,95.33
"4924","inn",349,31349526,95.33
"4925","predict",349,31349875,95.33
"4926","yell",349,31350224,95.33
"4927","adapt",348,31350572,95.33
"4928","covenant",348,31350920,95.33
"4929","damp",348,31351268,95.33
"4930","depressing",348,31351616,95.33
"4931","flick",348,31351964,95.34
"4932","graphics",348,31352312,95.34
"4933","interestingly",348,31352660,95.34
"4934","rosemary",348,31353008,95.34
"4935","sheriff",348,31353356,95.34
"4936","skull",348,31353704,95.34
"4937","vocabulary",348,31354052,95.34
"4938","wrist",348,31354400,95.34
"4939","certified",347,31354747,95.34
"4940","declaration",347,31355094,95.34
"4941","formation",347,31355441,95.35
"4942","grid",347,31355788,95.35
"4943","hail",347,31356135,95.35
"4944","manifest",347,31356482,95.35
"4945","mortal",347,31356829,95.35
"4946","paperback",347,31357176,95.35
"4947","rated",347,31357523,95.35
"4948","continent",346,31357869,95.35
"4949","frightening",346,31358215,95.35
"4950","gossip",346,31358561,95.36
"4951","knocking",346,31358907,95.36
"4952","placement",346,31359253,95.36
"4953","rocket",346,31359599,95.36
"4954","scholarship",346,31359945,95.36
"4955","alcoholic",345,31360290,95.36
"4956","anyhow",345,31360635,95.36
"4957","bust",345,31360980,95.36
"4958","decorative",345,31361325,95.36
"4959","fringe",345,31361670,95.36
"4960","gravy",345,31362015,95.37
"4961","seller",345,31362360,95.37
"4962","settling",345,31362705,95.37
"4963","trucks",345,31363050,95.37
"4964","animated",344,31363394,95.37
"4965","canon",344,31363738,95.37
"4966","cask",344,31364082,95.37
"4967","dictionary",344,31364426,95.37
"4968","imaginary",344,31364770,95.37
"4969","instructor",344,31365114,95.38
"4970","minus",344,31365458,95.38
"4971","radar",344,31365802,95.38
"4972","salty",344,31366146,95.38
"4973","singles",344,31366490,95.38
"4974","violet",344,31366834,95.38
"4975","bedtime",343,31367177,95.38
"4976","blush",343,31367520,95.38
"4977","compliment",343,31367863,95.38
"4978","predictable",343,31368206,95.38
"4979","proportion",343,31368549,95.39
"4980","savage",343,31368892,95.39
"4981","silently",343,31369235,95.39
"4982","subsequently",343,31369578,95.39
"4983","yo",343,31369921,95.39
"4984","acquire",342,31370263,95.39
"4985","adequate",342,31370605,95.39
"4986","flawed",342,31370947,95.39
"4987","forehead",342,31371289,95.39
"4988","redemption",342,31371631,95.39
"4989","ruth",342,31371973,95.4
"4990","workplace",342,31372315,95.4
"4991","administrative",341,31372656,95.4
"4992","comfy",341,31372997,95.4
"4993","cooper",341,31373338,95.4
"4994","elder",341,31373679,95.4
"4995","preaching",341,31374020,95.4
"4996","rang",341,31374361,95.4
"4997","coaching",340,31374701,95.4
"4998","crib",340,31375041,95.41
"4999","deliberate",340,31375381,95.41
"5000","framework",340,31375721,95.41
"5001","lied",340,31376061,95.41
"5002","respectively",340,31376401,95.41
"5003","scout",340,31376741,95.41
"5004","screening",340,31377081,95.41
"5005","sincere",340,31377421,95.41
"5006","strengthen",340,31377761,95.41
"5007","witty",340,31378101,95.41
"5008","animation",339,31378440,95.42
"5009","bracelet",339,31378779,95.42
"5010","fade",339,31379118,95.42
"5011","harper",339,31379457,95.42
"5012","individually",339,31379796,95.42
"5013","obscure",339,31380135,95.42
"5014","riot",339,31380474,95.42
"5015","seasoned",339,31380813,95.42
"5016","shepherd",339,31381152,95.42
"5017","unbelievable",339,31381491,95.42
"5018","asset",338,31381829,95.43
"5019","collage",338,31382167,95.43
"5020","pronounced",338,31382505,95.43
"5021","quantity",338,31382843,95.43
"5022","ranger",338,31383181,95.43
"5023","sexuality",338,31383519,95.43
"5024","bicycle",337,31383856,95.43
"5025","broadway",337,31384193,95.43
"5026","cab",337,31384530,95.43
"5027","dedication",337,31384867,95.44
"5028","geek",337,31385204,95.44
"5029","inquiry",337,31385541,95.44
"5030","obligation",337,31385878,95.44
"5031","output",337,31386215,95.44
"5032","passive",337,31386552,95.44
"5033","slot",337,31386889,95.44
"5034","walter",337,31387226,95.44
"5035","appetite",336,31387562,95.44
"5036","bump",336,31387898,95.44
"5037","instinct",336,31388234,95.45
"5038","interactive",336,31388570,95.45
"5039","melting",336,31388906,95.45
"5040","peeled",336,31389242,95.45
"5041","skilled",336,31389578,95.45
"5042","smelled",336,31389914,95.45
"5043","subscribe",336,31390250,95.45
"5044","apology",335,31390585,95.45
"5045","fierce",335,31390920,95.45
"5046","heating",335,31391255,95.45
"5047","insanity",335,31391590,95.46
"5048","ivy",335,31391925,95.46
"5049","liver",335,31392260,95.46
"5050","statue",335,31392595,95.46
"5051","translate",335,31392930,95.46
"5052","attendance",334,31393264,95.46
"5053","drying",334,31393598,95.46
"5054","hopped",334,31393932,95.46
"5055","memoir",334,31394266,95.46
"5056","partial",334,31394600,95.46
"5057","patiently",334,31394934,95.47
"5058","riley",334,31395268,95.47
"5059","rum",334,31395602,95.47
"5060","shabby",334,31395936,95.47
"5061","slap",334,31396270,95.47
"5062","disclosure",333,31396603,95.47
"5063","fist",333,31396936,95.47
"5064","herb",333,31397269,95.47
"5065","lust",333,31397602,95.47
"5066","pod",333,31397935,95.47
"5067","provider",333,31398268,95.48
"5068","socially",333,31398601,95.48
"5069","tee",333,31398934,95.48
"5070","bolt",332,31399266,95.48
"5071","browsing",332,31399598,95.48
"5072","expose",332,31399930,95.48
"5073","furious",332,31400262,95.48
"5074","gains",332,31400594,95.48
"5075","gum",332,31400926,95.48
"5076","mechanical",332,31401258,95.49
"5077","mob",332,31401590,95.49
"5078","mummy",332,31401922,95.49
"5079","prey",332,31402254,95.49
"5080","rubbish",332,31402586,95.49
"5081","sierra",332,31402918,95.49
"5082","tile",332,31403250,95.49
"5083","advise",331,31403581,95.49
"5084","aesthetic",331,31403912,95.49
"5085","arrogant",331,31404243,95.49
"5086","athletic",331,31404574,95.5
"5087","haul",331,31404905,95.5
"5088","horrific",331,31405236,95.5
"5089","icon",331,31405567,95.5
"5090","rinse",331,31405898,95.5
"5091","thereby",331,31406229,95.5
"5092","alley",330,31406559,95.5
"5093","asparagus",330,31406889,95.5
"5094","crunchy",330,31407219,95.5
"5095","drained",330,31407549,95.5
"5096","farming",330,31407879,95.51
"5097","lent",330,31408209,95.51
"5098","prone",330,31408539,95.51
"5099","storytelling",330,31408869,95.51
"5100","uncertainty",330,31409199,95.51
"5101","wrath",330,31409529,95.51
"5102","blair",329,31409858,95.51
"5103","lush",329,31410187,95.51
"5104","neo",329,31410516,95.51
"5105","ounce",329,31410845,95.51
"5106","rightly",329,31411174,95.52
"5107","spoiled",329,31411503,95.52
"5108","sponge",329,31411832,95.52
"5109","welsh",329,31412161,95.52
"5110","blake",328,31412489,95.52
"5111","breakdown",328,31412817,95.52
"5112","educate",328,31413145,95.52
"5113","filter",328,31413473,95.52
"5114","juicy",328,31413801,95.52
"5115","superb",328,31414129,95.52
"5116","vicious",328,31414457,95.53
"5117","distressed",327,31414784,95.53
"5118","dual",327,31415111,95.53
"5119","farther",327,31415438,95.53
"5120","fuzzy",327,31415765,95.53
"5121","girly",327,31416092,95.53
"5122","imagery",327,31416419,95.53
"5123","inexpensive",327,31416746,95.53
"5124","merit",327,31417073,95.53
"5125","newsletter",327,31417400,95.53
"5126","packet",327,31417727,95.54
"5127","pension",327,31418054,95.54
"5128","permanently",327,31418381,95.54
"5129","spiritually",327,31418708,95.54
"5130","wrestling",327,31419035,95.54
"5131","anchor",326,31419361,95.54
"5132","beta",326,31419687,95.54
"5133","coral",326,31420013,95.54
"5134","experimental",326,31420339,95.54
"5135","headline",326,31420665,95.54
"5136","mundane",326,31420991,95.55
"5137","pointless",326,31421317,95.55
"5138","raspberry",326,31421643,95.55
"5139","surviving",326,31421969,95.55
"5140","attic",325,31422294,95.55
"5141","immigrant",325,31422619,95.55
"5142","opponent",325,31422944,95.55
"5143","passport",325,31423269,95.55
"5144","stubborn",325,31423594,95.55
"5145","treasury",325,31423919,95.55
"5146","triumph",325,31424244,95.55
"5147","accountable",324,31424568,95.56
"5148","chunk",324,31424892,95.56
"5149","culinary",324,31425216,95.56
"5150","exhausting",324,31425540,95.56
"5151","font",324,31425864,95.56
"5152","greed",324,31426188,95.56
"5153","iceland",324,31426512,95.56
"5154","ing",324,31426836,95.56
"5155","inserted",324,31427160,95.56
"5156","install",324,31427484,95.56
"5157","par",324,31427808,95.57
"5158","restoration",324,31428132,95.57
"5159","suspicion",324,31428456,95.57
"5160","tribal",324,31428780,95.57
"5161","accuracy",323,31429103,95.57
"5162","canal",323,31429426,95.57
"5163","circular",323,31429749,95.57
"5164","fellowship",323,31430072,95.57
"5165","investigating",323,31430395,95.57
"5166","rotten",323,31430718,95.57
"5167","stance",323,31431041,95.58
"5168","blocking",322,31431363,95.58
"5169","bottled",322,31431685,95.58
"5170","caroline",322,31432007,95.58
"5171","hybrid",322,31432329,95.58
"5172","installation",322,31432651,95.58
"5173","proving",322,31432973,95.58
"5174","sustain",322,31433295,95.58
"5175","zucchini",322,31433617,95.58
"5176","backdrop",321,31433938,95.58
"5177","choir",321,31434259,95.59
"5178","fest",321,31434580,95.59
"5179","fountain",321,31434901,95.59
"5180","impress",321,31435222,95.59
"5181","inherent",321,31435543,95.59
"5182","sanity",321,31435864,95.59
"5183","scissors",321,31436185,95.59
"5184","sweep",321,31436506,95.59
"5185","unlimited",321,31436827,95.59
"5186","yahoo",321,31437148,95.59
"5187","glowing",320,31437468,95.6
